,timestamp_full,location,price,date,fullname,CarID,CurrentEmploymentType,CurrentEmploymentTitle
19,2014-01-14 07:31:00,Brew've Been Served,4.72,2014-01-14,Edvard Vann,34.0,Security,Perimeter Control
20,2014-01-14 13:34:00,Katerina’s Café,29.1,2014-01-14,Edvard Vann,34.0,Security,Perimeter Control
21,2014-01-14 20:01:00,Guy's Gyros,23.59,2014-01-14,Edvard Vann,34.0,Security,Perimeter Control
22,2014-01-15 07:57:00,Brew've Been Served,4.92,2014-01-15,Edvard Vann,34.0,Security,Perimeter Control
23,2014-01-16 07:53:00,Brew've Been Served,4.7,2014-01-16,Edvard Vann,34.0,Security,Perimeter Control
24,2014-01-16 13:39:00,Abila Zacharo,69.27,2014-01-16,Edvard Vann,34.0,Security,Perimeter Control
25,2014-01-16 19:40:00,Guy's Gyros,37.8,2014-01-16,Edvard Vann,34.0,Security,Perimeter Control
26,2014-01-17 07:59:00,Brew've Been Served,19.39,2014-01-17,Edvard Vann,34.0,Security,Perimeter Control
27,2014-01-17 13:27:00,Hippokampos,14.57,2014-01-17,Edvard Vann,34.0,Security,Perimeter Control
28,2014-01-17 19:53:00,Guy's Gyros,35.1,2014-01-17,Edvard Vann,34.0,Security,Perimeter Control
29,2014-01-18 19:36:00,Abila Zacharo,21.29,2014-01-18,Edvard Vann,34.0,Security,Perimeter Control
30,2014-01-19 13:23:00,Katerina’s Café,70.22,2014-01-19,Edvard Vann,34.0,Security,Perimeter Control
31,2014-01-19 15:53:00,Frydos Autosupply n' More,209.76,2014-01-19,Edvard Vann,34.0,Security,Perimeter Control
32,,Brew've Been Served,12.3,2014-01-08,Edvard Vann,34.0,Security,Perimeter Control
33,,Brew've Been Served,17.25,2014-01-10,Edvard Vann,34.0,Security,Perimeter Control
34,,Hippokampos,39.26,2014-01-10,Edvard Vann,34.0,Security,Perimeter Control
35,,Ouzeri Elian,35.03,2014-01-13,Edvard Vann,34.0,Security,Perimeter Control
36,,General Grocer,137.65,2014-01-15,Edvard Vann,34.0,Security,Perimeter Control
37,,Guy's Gyros,19.8,2014-01-15,Edvard Vann,34.0,Security,Perimeter Control
38,2014-01-06 07:34:00,Hallowed Grounds,52.22,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
39,2014-01-06 14:05:00,Abila Zacharo,78.11,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
40,2014-01-06 20:28:00,Guy's Gyros,95.29,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
41,2014-01-07 07:48:00,Hallowed Grounds,18.97,2014-01-07,Hideki Cocinaro,12.0,Security,Site Control
42,2014-01-07 13:46:00,Kalami Kafenion,22.14,2014-01-07,Hideki Cocinaro,12.0,Security,Site Control
43,2014-01-08 07:39:00,Hallowed Grounds,12.19,2014-01-08,Hideki Cocinaro,12.0,Security,Site Control
44,2014-01-08 14:06:00,Katerina’s Café,22.94,2014-01-08,Hideki Cocinaro,12.0,Security,Site Control
45,2014-01-08 21:00:00,General Grocer,265.84,2014-01-08,Hideki Cocinaro,12.0,Security,Site Control
46,2014-01-09 07:42:00,Hallowed Grounds,56.77,2014-01-09,Hideki Cocinaro,12.0,Security,Site Control
47,2014-01-09 14:04:00,Ouzeri Elian,32.89,2014-01-09,Hideki Cocinaro,12.0,Security,Site Control
48,2014-01-10 07:50:00,Hallowed Grounds,10.76,2014-01-10,Hideki Cocinaro,12.0,Security,Site Control
49,2014-01-10 14:08:00,Katerina’s Café,77.62,2014-01-10,Hideki Cocinaro,12.0,Security,Site Control
50,2014-01-10 20:20:00,Guy's Gyros,35.54,2014-01-10,Hideki Cocinaro,12.0,Security,Site Control
51,2014-01-11 14:16:00,Kalami Kafenion,39.36,2014-01-11,Hideki Cocinaro,12.0,Security,Site Control
52,2014-01-11 20:30:00,Kalami Kafenion,46.78,2014-01-11,Hideki Cocinaro,12.0,Security,Site Control
53,2014-01-12 19:26:00,Guy's Gyros,42.32,2014-01-12,Hideki Cocinaro,12.0,Security,Site Control
54,2014-01-13 07:54:00,Hallowed Grounds,19.18,2014-01-13,Hideki Cocinaro,12.0,Security,Site Control
55,2014-01-13 20:59:00,Guy's Gyros,37.5,2014-01-13,Hideki Cocinaro,12.0,Security,Site Control
56,2014-01-14 07:45:00,Hallowed Grounds,13.0,2014-01-14,Hideki Cocinaro,12.0,Security,Site Control
57,2014-01-14 13:51:00,Ouzeri Elian,62.3,2014-01-14,Hideki Cocinaro,12.0,Security,Site Control
58,2014-01-14 19:59:00,Guy's Gyros,94.26,2014-01-14,Hideki Cocinaro,12.0,Security,Site Control
59,2014-01-15 07:44:00,Hallowed Grounds,12.17,2014-01-15,Hideki Cocinaro,12.0,Security,Site Control
60,2014-01-15 13:42:00,Ouzeri Elian,22.86,2014-01-15,Hideki Cocinaro,12.0,Security,Site Control
61,2014-01-16 07:30:00,Kronos Mart,298.83,2014-01-16,Hideki Cocinaro,12.0,Security,Site Control
62,2014-01-16 07:44:00,Hallowed Grounds,18.2,2014-01-16,Hideki Cocinaro,12.0,Security,Site Control
63,2014-01-16 13:47:00,Abila Zacharo,36.02,2014-01-16,Hideki Cocinaro,12.0,Security,Site Control
64,2014-01-16 20:35:00,Guy's Gyros,11.31,2014-01-16,Hideki Cocinaro,12.0,Security,Site Control
65,2014-01-17 13:58:00,Kalami Kafenion,27.73,2014-01-17,Hideki Cocinaro,12.0,Security,Site Control
66,2014-01-17 20:41:00,General Grocer,98.03,2014-01-17,Hideki Cocinaro,12.0,Security,Site Control
67,2014-01-19 20:14:00,Guy's Gyros,36.87,2014-01-19,Hideki Cocinaro,12.0,Security,Site Control
68,,Abila Zacharo,18.11,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
69,,Guy's Gyros,15.29,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
70,,Hallowed Grounds,12.22,2014-01-06,Hideki Cocinaro,12.0,Security,Site Control
71,,Hallowed Grounds,16.77,2014-01-09,Hideki Cocinaro,12.0,Security,Site Control
72,,Katerina’s Café,37.62,2014-01-10,Hideki Cocinaro,12.0,Security,Site Control
73,,Guy's Gyros,33.48,2014-01-13,Hideki Cocinaro,12.0,Security,Site Control
74,,Guy's Gyros,34.26,2014-01-14,Hideki Cocinaro,12.0,Security,Site Control
75,,Ouzeri Elian,22.3,2014-01-14,Hideki Cocinaro,12.0,Security,Site Control
76,,Kronos Mart,258.83,2014-01-15,Hideki Cocinaro,12.0,Security,Site Control
77,,General Grocer,78.03,2014-01-17,Hideki Cocinaro,12.0,Security,Site Control
78,2014-01-06 07:35:00,Brew've Been Served,8.33,2014-01-06,Stenig Fusil,20.0,Security,Building Control
79,2014-01-06 13:37:00,Ouzeri Elian,20.56,2014-01-06,Stenig Fusil,20.0,Security,Building Control
80,2014-01-06 20:15:00,Guy's Gyros,117.82,2014-01-06,Stenig Fusil,20.0,Security,Building Control
81,2014-01-07 07:45:00,Brew've Been Served,19.6,2014-01-07,Stenig Fusil,20.0,Security,Building Control
82,2014-01-07 13:33:00,Guy's Gyros,11.31,2014-01-07,Stenig Fusil,20.0,Security,Building Control
83,2014-01-08 07:48:00,Brew've Been Served,8.27,2014-01-08,Stenig Fusil,20.0,Security,Building Control
84,2014-01-08 13:52:00,Kalami Kafenion,14.77,2014-01-08,Stenig Fusil,20.0,Security,Building Control
85,2014-01-09 13:23:00,Ouzeri Elian,22.4,2014-01-09,Stenig Fusil,20.0,Security,Building Control
86,2014-01-09 19:52:00,Guy's Gyros,29.96,2014-01-09,Stenig Fusil,20.0,Security,Building Control
87,2014-01-10 07:35:00,Brew've Been Served,15.85,2014-01-10,Stenig Fusil,20.0,Security,Building Control
88,2014-01-10 13:25:00,Guy's Gyros,26.76,2014-01-10,Stenig Fusil,20.0,Security,Building Control
89,2014-01-10 19:45:00,Guy's Gyros,23.61,2014-01-10,Stenig Fusil,20.0,Security,Building Control
90,2014-01-11 19:34:00,Guy's Gyros,55.36,2014-01-11,Stenig Fusil,20.0,Security,Building Control
91,2014-01-13 07:43:00,Brew've Been Served,24.18,2014-01-13,Stenig Fusil,20.0,Security,Building Control
92,2014-01-13 08:01:00,Kronos Mart,159.06,2014-01-13,Stenig Fusil,20.0,Security,Building Control
93,2014-01-13 13:20:00,Abila Zacharo,79.95,2014-01-13,Stenig Fusil,20.0,Security,Building Control
94,2014-01-14 07:53:00,Brew've Been Served,3.66,2014-01-14,Stenig Fusil,20.0,Security,Building Control
95,2014-01-14 13:38:00,Abila Zacharo,8.41,2014-01-14,Stenig Fusil,20.0,Security,Building Control
96,2014-01-14 15:49:00,Octavio's Office Supplies,131.73,2014-01-14,Stenig Fusil,20.0,Security,Building Control
97,2014-01-14 20:15:00,Guy's Gyros,18.11,2014-01-14,Stenig Fusil,20.0,Security,Building Control
98,2014-01-15 07:36:00,Brew've Been Served,15.5,2014-01-15,Stenig Fusil,20.0,Security,Building Control
99,2014-01-15 20:08:00,Guy's Gyros,36.35,2014-01-15,Stenig Fusil,20.0,Security,Building Control
100,2014-01-16 07:55:00,Brew've Been Served,12.83,2014-01-16,Stenig Fusil,20.0,Security,Building Control
101,2014-01-16 13:44:00,Guy's Gyros,13.48,2014-01-16,Stenig Fusil,20.0,Security,Building Control
102,2014-01-16 20:17:00,Guy's Gyros,30.76,2014-01-16,Stenig Fusil,20.0,Security,Building Control
103,2014-01-17 07:52:00,Coffee Cameleon,9.16,2014-01-17,Stenig Fusil,20.0,Security,Building Control
104,2014-01-17 13:31:00,Hippokampos,15.77,2014-01-17,Stenig Fusil,20.0,Security,Building Control
105,2014-01-17 19:29:00,Guy's Gyros,19.68,2014-01-17,Stenig Fusil,20.0,Security,Building Control
106,2014-01-18 19:39:00,Guy's Gyros,78.36,2014-01-18,Stenig Fusil,20.0,Security,Building Control
107,2014-01-19 19:49:00,Guy's Gyros,100.36,2014-01-19,Stenig Fusil,20.0,Security,Building Control
108,,Guy's Gyros,37.82,2014-01-06,Stenig Fusil,20.0,Security,Building Control
109,,Brew've Been Served,15.82,2014-01-09,Stenig Fusil,20.0,Security,Building Control
110,,Guy's Gyros,55.69,2014-01-11,Stenig Fusil,20.0,Security,Building Control
111,,Kronos Mart,159.06,2014-01-12,Stenig Fusil,20.0,Security,Building Control
112,,Abila Zacharo,39.95,2014-01-13,Stenig Fusil,20.0,Security,Building Control
113,,Brew've Been Served,4.18,2014-01-13,Stenig Fusil,20.0,Security,Building Control
114,,Guy's Gyros,40.36,2014-01-19,Stenig Fusil,20.0,Security,Building Control
115,2014-01-06 07:36:00,Hallowed Grounds,16.72,2014-01-06,Birgitta Frente,18.0,Engineering,Geologist
116,2014-01-06 13:50:00,Katerina’s Café,32.64,2014-01-06,Birgitta Frente,18.0,Engineering,Geologist
117,2014-01-06 21:03:00,Katerina’s Café,10.72,2014-01-06,Birgitta Frente,18.0,Engineering,Geologist
118,2014-01-07 08:01:00,Hallowed Grounds,9.92,2014-01-07,Birgitta Frente,18.0,Engineering,Geologist
119,2014-01-07 14:09:00,Guy's Gyros,12.57,2014-01-07,Birgitta Frente,18.0,Engineering,Geologist
120,2014-01-07 20:33:00,Katerina’s Café,17.26,2014-01-07,Birgitta Frente,18.0,Engineering,Geologist
121,2014-01-08 07:43:00,Hallowed Grounds,3.4,2014-01-08,Birgitta Frente,18.0,Engineering,Geologist
122,2014-01-08 13:53:00,Abila Zacharo,16.2,2014-01-08,Birgitta Frente,18.0,Engineering,Geologist
123,2014-01-09 07:57:00,Hallowed Grounds,18.48,2014-01-09,Birgitta Frente,18.0,Engineering,Geologist
124,2014-01-09 13:44:00,Guy's Gyros,15.0,2014-01-09,Birgitta Frente,18.0,Engineering,Geologist
125,2014-01-10 07:41:00,Hallowed Grounds,8.34,2014-01-10,Birgitta Frente,18.0,Engineering,Geologist
126,2014-01-10 14:07:00,Ouzeri Elian,30.93,2014-01-10,Birgitta Frente,18.0,Engineering,Geologist
127,2014-01-11 13:35:00,Gelatogalore,17.31,2014-01-11,Birgitta Frente,18.0,Engineering,Geologist
128,2014-01-11 15:15:00,Shoppers' Delight,157.45,2014-01-11,Birgitta Frente,18.0,Engineering,Geologist
129,2014-01-11 19:08:00,Katerina’s Café,55.67,2014-01-11,Birgitta Frente,18.0,Engineering,Geologist
130,2014-01-13 12:00:00,Bean There Done That,15.24,2014-01-13,Birgitta Frente,18.0,Engineering,Geologist
131,2014-01-13 14:04:00,Hippokampos,25.09,2014-01-13,Birgitta Frente,18.0,Engineering,Geologist
132,2014-01-14 07:54:00,Hallowed Grounds,50.21,2014-01-14,Birgitta Frente,18.0,Engineering,Geologist
133,2014-01-14 13:49:00,Guy's Gyros,38.26,2014-01-14,Birgitta Frente,18.0,Engineering,Geologist
134,2014-01-14 21:10:00,Katerina’s Café,18.35,2014-01-14,Birgitta Frente,18.0,Engineering,Geologist
135,2014-01-15 07:36:00,Hallowed Grounds,5.28,2014-01-15,Birgitta Frente,18.0,Engineering,Geologist
136,2014-01-15 14:00:00,Guy's Gyros,25.58,2014-01-15,Birgitta Frente,18.0,Engineering,Geologist
137,2014-01-15 20:05:00,Katerina’s Café,11.45,2014-01-15,Birgitta Frente,18.0,Engineering,Geologist
138,2014-01-16 07:51:00,Hallowed Grounds,44.98,2014-01-16,Birgitta Frente,18.0,Engineering,Geologist
139,2014-01-16 13:48:00,Hippokampos,29.93,2014-01-16,Birgitta Frente,18.0,Engineering,Geologist
140,2014-01-16 20:23:00,Katerina’s Café,13.91,2014-01-16,Birgitta Frente,18.0,Engineering,Geologist
141,2014-01-17 07:39:00,Hallowed Grounds,15.98,2014-01-17,Birgitta Frente,18.0,Engineering,Geologist
142,2014-01-17 13:52:00,Hippokampos,108.35,2014-01-17,Birgitta Frente,18.0,Engineering,Geologist
143,2014-01-18 14:05:00,Guy's Gyros,47.89,2014-01-18,Birgitta Frente,18.0,Engineering,Geologist
144,2014-01-18 19:20:00,Roberts and Sons,266.69,2014-01-18,Birgitta Frente,18.0,Engineering,Geologist
145,2014-01-19 20:22:00,Katerina’s Café,38.9,2014-01-19,Birgitta Frente,18.0,Engineering,Geologist
146,,Katerina’s Café,26.0,2014-01-09,Birgitta Frente,18.0,Engineering,Geologist
147,,Hallowed Grounds,10.21,2014-01-14,Birgitta Frente,18.0,Engineering,Geologist
148,,Hallowed Grounds,4.98,2014-01-16,Birgitta Frente,18.0,Engineering,Geologist
149,,Hippokampos,28.35,2014-01-17,Birgitta Frente,18.0,Engineering,Geologist
150,2014-01-06 07:37:00,Brew've Been Served,4.24,2014-01-06,Sven Flecha,17.0,Information Technology,IT Technician
151,2014-01-06 13:30:00,Guy's Gyros,16.92,2014-01-06,Sven Flecha,17.0,Information Technology,IT Technician
152,2014-01-06 19:18:00,Guy's Gyros,39.29,2014-01-06,Sven Flecha,17.0,Information Technology,IT Technician
153,2014-01-07 07:27:00,Brew've Been Served,5.08,2014-01-07,Sven Flecha,17.0,Information Technology,IT Technician
154,2014-01-07 20:10:00,Guy's Gyros,42.25,2014-01-07,Sven Flecha,17.0,Information Technology,IT Technician
155,2014-01-08 08:01:00,Brew've Been Served,3.42,2014-01-08,Sven Flecha,17.0,Information Technology,IT Technician
156,2014-01-08 13:32:00,Guy's Gyros,30.12,2014-01-08,Sven Flecha,17.0,Information Technology,IT Technician
157,2014-01-08 20:07:00,Guy's Gyros,28.81,2014-01-08,Sven Flecha,17.0,Information Technology,IT Technician
158,2014-01-09 07:48:00,Brew've Been Served,5.3,2014-01-09,Sven Flecha,17.0,Information Technology,IT Technician
159,2014-01-09 13:38:00,Kalami Kafenion,18.14,2014-01-09,Sven Flecha,17.0,Information Technology,IT Technician
160,2014-01-09 20:39:00,Guy's Gyros,35.05,2014-01-09,Sven Flecha,17.0,Information Technology,IT Technician
161,2014-01-10 07:54:00,Brew've Been Served,83.44,2014-01-10,Sven Flecha,17.0,Information Technology,IT Technician
162,2014-01-10 13:38:00,Guy's Gyros,26.68,2014-01-10,Sven Flecha,17.0,Information Technology,IT Technician
163,2014-01-10 20:15:00,Frydos Autosupply n' More,237.08,2014-01-10,Sven Flecha,17.0,Information Technology,IT Technician
164,2014-01-11 20:06:00,Guy's Gyros,33.65,2014-01-11,Sven Flecha,17.0,Information Technology,IT Technician
165,2014-01-12 19:26:00,Shoppers' Delight,211.03,2014-01-12,Sven Flecha,17.0,Information Technology,IT Technician
166,2014-01-13 07:38:00,Brew've Been Served,8.04,2014-01-13,Sven Flecha,17.0,Information Technology,IT Technician
167,2014-01-13 13:50:00,Hippokampos,91.97,2014-01-13,Sven Flecha,17.0,Information Technology,IT Technician
168,2014-01-13 20:15:00,Guy's Gyros,36.89,2014-01-13,Sven Flecha,17.0,Information Technology,IT Technician
169,2014-01-14 07:53:00,Brew've Been Served,8.24,2014-01-14,Sven Flecha,17.0,Information Technology,IT Technician
170,2014-01-14 13:32:00,Gelatogalore,27.26,2014-01-14,Sven Flecha,17.0,Information Technology,IT Technician
171,2014-01-14 20:19:00,Guy's Gyros,12.96,2014-01-14,Sven Flecha,17.0,Information Technology,IT Technician
172,2014-01-15 07:34:00,Brew've Been Served,3.71,2014-01-15,Sven Flecha,17.0,Information Technology,IT Technician
173,2014-01-15 13:47:00,Abila Zacharo,20.44,2014-01-15,Sven Flecha,17.0,Information Technology,IT Technician
174,2014-01-16 07:50:00,Brew've Been Served,7.31,2014-01-16,Sven Flecha,17.0,Information Technology,IT Technician
175,2014-01-16 13:49:00,Kalami Kafenion,8.86,2014-01-16,Sven Flecha,17.0,Information Technology,IT Technician
176,2014-01-16 19:04:00,Guy's Gyros,25.57,2014-01-16,Sven Flecha,17.0,Information Technology,IT Technician
177,2014-01-17 07:29:00,Brew've Been Served,52.56,2014-01-17,Sven Flecha,17.0,Information Technology,IT Technician
178,2014-01-17 20:05:00,Shoppers' Delight,155.01,2014-01-17,Sven Flecha,17.0,Information Technology,IT Technician
179,2014-01-18 13:27:00,Guy's Gyros,55.21,2014-01-18,Sven Flecha,17.0,Information Technology,IT Technician
180,2014-01-18 14:55:00,Ahaggo Museum,120.2,2014-01-18,Sven Flecha,17.0,Information Technology,IT Technician
181,2014-01-19 14:08:00,Ouzeri Elian,45.32,2014-01-19,Sven Flecha,17.0,Information Technology,IT Technician
182,2014-01-19 19:45:00,Guy's Gyros,65.21,2014-01-19,Sven Flecha,17.0,Information Technology,IT Technician
183,,Guy's Gyros,22.25,2014-01-07,Sven Flecha,17.0,Information Technology,IT Technician
184,,Kalami Kafenion,25.9,2014-01-07,Sven Flecha,17.0,Information Technology,IT Technician
185,,Brew've Been Served,3.44,2014-01-10,Sven Flecha,17.0,Information Technology,IT Technician
186,,Frydos Autosupply n' More,217.08,2014-01-10,Sven Flecha,17.0,Information Technology,IT Technician
187,,Hippokampos,31.97,2014-01-13,Sven Flecha,17.0,Information Technology,IT Technician
188,,Brew've Been Served,12.56,2014-01-17,Sven Flecha,17.0,Information Technology,IT Technician
189,,Guy's Gyros,31.48,2014-01-18,Sven Flecha,17.0,Information Technology,IT Technician
190,2014-01-06 07:38:00,Brew've Been Served,4.17,2014-01-06,Cornelia Lais,,,
191,2014-01-06 13:48:00,Ouzeri Elian,20.74,2014-01-06,Cornelia Lais,,,
192,2014-01-06 20:15:00,Frydos Autosupply n' More,175.87,2014-01-06,Cornelia Lais,,,
193,2014-01-07 07:31:00,Brew've Been Served,12.74,2014-01-07,Cornelia Lais,,,
194,2014-01-07 13:42:00,Ouzeri Elian,97.71,2014-01-07,Cornelia Lais,,,
195,2014-01-07 20:34:00,Guy's Gyros,23.12,2014-01-07,Cornelia Lais,,,
196,2014-01-08 07:57:00,Brew've Been Served,74.88,2014-01-08,Cornelia Lais,,,
197,2014-01-08 13:47:00,Ouzeri Elian,104.92,2014-01-08,Cornelia Lais,,,
198,2014-01-08 20:08:00,Guy's Gyros,33.02,2014-01-08,Cornelia Lais,,,
199,2014-01-09 07:43:00,Brew've Been Served,5.43,2014-01-09,Cornelia Lais,,,
200,2014-01-09 13:41:00,Hippokampos,39.22,2014-01-09,Cornelia Lais,,,
201,2014-01-09 20:38:00,Guy's Gyros,8.23,2014-01-09,Cornelia Lais,,,
202,2014-01-10 07:55:00,Brew've Been Served,85.91,2014-01-10,Cornelia Lais,,,
203,2014-01-10 13:57:00,Ouzeri Elian,24.74,2014-01-10,Cornelia Lais,,,
204,2014-01-10 21:13:00,Guy's Gyros,25.81,2014-01-10,Cornelia Lais,,,
205,2014-01-11 19:57:00,Guy's Gyros,36.2,2014-01-11,Cornelia Lais,,,
206,2014-01-12 19:52:00,Frydos Autosupply n' More,88.93,2014-01-12,Cornelia Lais,,,
207,2014-01-13 07:36:00,Brew've Been Served,16.39,2014-01-13,Cornelia Lais,,,
208,2014-01-13 13:55:00,Kalami Kafenion,20.33,2014-01-13,Cornelia Lais,,,
209,2014-01-13 21:08:00,Guy's Gyros,19.77,2014-01-13,Cornelia Lais,,,
210,2014-01-14 07:27:00,Brew've Been Served,14.67,2014-01-14,Cornelia Lais,,,
211,2014-01-14 13:57:00,Gelatogalore,35.97,2014-01-14,Cornelia Lais,,,
212,2014-01-14 20:17:00,Guy's Gyros,35.12,2014-01-14,Cornelia Lais,,,
213,2014-01-15 08:00:00,Brew've Been Served,8.42,2014-01-15,Cornelia Lais,,,
214,2014-01-15 13:40:00,Ouzeri Elian,25.7,2014-01-15,Cornelia Lais,,,
215,2014-01-15 20:06:00,Guy's Gyros,44.91,2014-01-15,Cornelia Lais,,,
216,2014-01-16 07:33:00,Brew've Been Served,25.05,2014-01-16,Cornelia Lais,,,
217,2014-01-16 13:43:00,Katerina’s Café,38.32,2014-01-16,Cornelia Lais,,,
218,2014-01-16 15:58:00,Octavio's Office Supplies,131.01,2014-01-16,Cornelia Lais,,,
219,2014-01-17 07:36:00,Brew've Been Served,11.69,2014-01-17,Cornelia Lais,,,
220,2014-01-17 14:06:00,Abila Zacharo,51.95,2014-01-17,Cornelia Lais,,,
221,2014-01-17 21:15:00,Frydos Autosupply n' More,67.29,2014-01-17,Cornelia Lais,,,
222,2014-01-18 13:19:00,Kalami Kafenion,30.12,2014-01-18,Cornelia Lais,,,
223,2014-01-18 15:31:00,Frydos Autosupply n' More,103.41,2014-01-18,Cornelia Lais,,,
224,2014-01-18 19:21:00,Guy's Gyros,28.07,2014-01-18,Cornelia Lais,,,
225,,Ouzeri Elian,17.71,2014-01-07,Cornelia Lais,,,
226,,Brew've Been Served,14.88,2014-01-08,Cornelia Lais,,,
227,,Ouzeri Elian,24.92,2014-01-08,Cornelia Lais,,,
228,,Hippokampos,19.22,2014-01-09,Cornelia Lais,,,
229,,Brew've Been Served,5.91,2014-01-10,Cornelia Lais,,,
230,,Guy's Gyros,24.91,2014-01-15,Cornelia Lais,,,
231,,Brew've Been Served,5.05,2014-01-16,Cornelia Lais,,,
232,,Abila Zacharo,11.95,2014-01-17,Cornelia Lais,,,
233,2014-01-06 07:42:00,Coffee Cameleon,28.73,2014-01-06,Linnea Bergen,6.0,Information Technology,IT Group Manager
234,2014-01-06 13:19:00,Gelatogalore,12.74,2014-01-06,Linnea Bergen,6.0,Information Technology,IT Group Manager
235,2014-01-06 20:07:00,Katerina’s Café,23.63,2014-01-06,Linnea Bergen,6.0,Information Technology,IT Group Manager
236,2014-01-07 07:49:00,Coffee Cameleon,27.66,2014-01-07,Linnea Bergen,6.0,Information Technology,IT Group Manager
237,2014-01-07 13:33:00,Gelatogalore,34.04,2014-01-07,Linnea Bergen,6.0,Information Technology,IT Group Manager
238,2014-01-07 20:09:00,Katerina’s Café,19.49,2014-01-07,Linnea Bergen,6.0,Information Technology,IT Group Manager
239,2014-01-08 07:51:00,Coffee Cameleon,6.59,2014-01-08,Linnea Bergen,6.0,Information Technology,IT Group Manager
240,2014-01-08 13:26:00,Hippokampos,16.59,2014-01-08,Linnea Bergen,6.0,Information Technology,IT Group Manager
241,2014-01-09 07:35:00,Coffee Cameleon,12.47,2014-01-09,Linnea Bergen,6.0,Information Technology,IT Group Manager
242,2014-01-09 13:03:00,Katerina’s Café,17.02,2014-01-09,Linnea Bergen,6.0,Information Technology,IT Group Manager
243,2014-01-09 20:29:00,Guy's Gyros,23.34,2014-01-09,Linnea Bergen,6.0,Information Technology,IT Group Manager
244,2014-01-10 07:40:00,Coffee Cameleon,8.51,2014-01-10,Linnea Bergen,6.0,Information Technology,IT Group Manager
245,2014-01-10 13:27:00,Guy's Gyros,15.93,2014-01-10,Linnea Bergen,6.0,Information Technology,IT Group Manager
246,2014-01-10 16:07:00,Octavio's Office Supplies,64.51,2014-01-10,Linnea Bergen,6.0,Information Technology,IT Group Manager
247,2014-01-11 13:51:00,Abila Zacharo,32.02,2014-01-11,Linnea Bergen,6.0,Information Technology,IT Group Manager
248,2014-01-12 19:21:00,Katerina’s Café,11.81,2014-01-12,Linnea Bergen,6.0,Information Technology,IT Group Manager
249,2014-01-13 08:02:00,Coffee Cameleon,4.88,2014-01-13,Linnea Bergen,6.0,Information Technology,IT Group Manager
250,2014-01-13 13:24:00,Hippokampos,35.73,2014-01-13,Linnea Bergen,6.0,Information Technology,IT Group Manager
251,2014-01-13 20:47:00,Katerina’s Café,22.24,2014-01-13,Linnea Bergen,6.0,Information Technology,IT Group Manager
252,2014-01-14 07:53:00,Coffee Cameleon,15.63,2014-01-14,Linnea Bergen,6.0,Information Technology,IT Group Manager
253,2014-01-14 13:17:00,Hippokampos,36.01,2014-01-14,Linnea Bergen,6.0,Information Technology,IT Group Manager
